Genome	Completeness (%)	Contamination (%)	G+C (%)	Genome size (bp)	97% ANI cluster representative	Named subclade	Clade name	genome_acc	biosample_accession
Gammaproteobacteria_bog_1200	93.45	3.83	65.1828967815346	4736042	73.20110800_S3S.7	NA	NA	PLET00000000	SAMN08179253
Gammaproteobacteria_bog_1203	93.42	8.7	65.4122514102042	4986283	73.20111000_S1D.29	NA	NA	PLBG00000000	SAMN08179349
Gammaproteobacteria_bog_1204	95.44	8.22	62.6672571783854	5507822	73.20120700_S1D.81	NA	NA	PLAH00000000	SAMN08179374
Gammaproteobacteria_bog_1205	93.64	7.67	62.4702424302608	5610120	73.20120700_S1D.81	NA	NA	PKZW00000000	SAMN08179385
Gammaproteobacteria_bog_1206	80.16	6.33	64.3557248232539	4572203	73.20111000_S3M.11	NA	NA	PKZS00000000	SAMN08179389
Gammaproteobacteria_bog_1214	77.3	7.84	62.412531843246	5217216	73.20120700_S1D.81	NA	NA	PMHD00000000	SAMN08179643
Gammaproteobacteria_bog_1215	92.03	7.97	62.9776640984566	5118295	73.20120700_S1D.81	NA	NA	PMFZ00000000	SAMN08179673
Gammaproteobacteria_bog_1216	71.02	4.13	65.6651645054793	3987863	73.20110800_S3S.7	NA	NA	PMFT00000000	SAMN08179679
Gammaproteobacteria_bog_1223	98.03	8.6	62.3203944637767	5849835	73.20120700_S1D.105	NA	NA	PLUE00000000	SAMN08179927
Gammaproteobacteria_bog_1224	96.77	8.27	62.4554283193951	5716120	73.20120700_S1D.81	NA	NA	PLRY00000000	SAMN08179986
Gammaproteobacteria_bog_1227	92.48	8.08	62.4671889380123	5719540	73.20120700_S1D.81	NA	NA	PLWO00000000	SAMN08180195
Gammaproteobacteria_bog_1228	70.07	2.78	65.63476659052	3849074	73.20110800_S3S.7	NA	NA	PLWJ00000000	SAMN08180200
Gammaproteobacteria_fen_1191	81.3	3.97	65.3277752547893	2908155	73.20100900_E3S.15	NA	NA	PMNQ00000000	SAMN08178763
Gammaproteobacteria_fen_1212	79.89	2.8	48.198428426598	3100011	73.20120600_E3D.145	NA	NA	PMJA00000000	SAMN08179591
Gammaproteobacteria_fen_1217	83.75	9.25	62.3691722994624	5194237	73.20120700_E3M.187	NA	NA	PMDV00000000	SAMN08179730
Gammaproteobacteria_fen_1218	78.78	1.12	45.9624751014582	3008528	73.20120700_E2X.256	NA	NA	PMDM00000000	SAMN08179740
Gammaproteobacteria_fen_1219	78.5	1.46	64.6106188303862	3901120	73.20120700_E3M.140	NA	NA	PMCP00000000	SAMN08179763
Gammaproteobacteria_fen_1220	90.99	8.36	62.3580223085003	5300713	73.20120700_E3M.187	NA	NA	PMCJ00000000	SAMN08179770
Gammaproteobacteria_fen_1225	98.1	1.99	63.9087769855663	3220922	73.20120800_E1X.35	NA	NA	PLNP00000000	SAMN08180100
Gammaproteobacteria_fen_1226	72.16	0.15	36.5305149608872	1494376	73.20120800_E3D.34	NA	NA	PLMI00000000	SAMN08180133
Gammaproteobacteria_palsa_1192	73.63	4.81	59.99688739411	3063140	73.20110600_P1M.19	NA	NA	PMOJ00000000	SAMN08178782
Gammaproteobacteria_palsa_1193	78.92	1.2	60.7807097468676	3058177	73.20110600_P1M.4	NA	NA	PMMB00000000	SAMN08178787
Gammaproteobacteria_palsa_1194	86.48	2.28	65.4127468942405	3361272	73.20110600_P1M.6	NA	NA	PMOR00000000	SAMN08178791
Gammaproteobacteria_palsa_1196	85.57	4.23	62.9762380964756	3733925	73.20110800_P3M.16	NA	NA	PLIX00000000	SAMN08179142
Gammaproteobacteria_palsa_1201	92.43	2.66	65.5045584839188	3240583	73.20111000_P1M.14	NA	NA	PLEC00000000	SAMN08179270
Gammaproteobacteria_palsa_1202	95.62	5.33	60.9068542005651	4087985	73.20111000_P2M.16	NA	NA	PLDG00000000	SAMN08179294
Gammaproteobacteria_palsa_1207	97.01	1.88	63.9632134556807	3159473	73.20120800_E1X.35	NA	NA	PKYR00000000	SAMN08179417
Gammaproteobacteria_palsa_1208	93.76	5.12	60.9008146603074	4082086	73.20111000_P2M.16	NA	NA	PKXS00000000	SAMN08179442
Gammaproteobacteria_palsa_1209	92.61	4.06	64.2038126787245	4201539	73.20120500_P31.10	NA	NA	PKWJ00000000	SAMN08179477
Gammaproteobacteria_palsa_1210	88.41	8.95	61.8670029609343	4215753	73.20120500_P32.12	NA	NA	PKWE00000000	SAMN08179482
Gammaproteobacteria_palsa_1211	91.82	2.6	64.0948580475106	3065785	73.20120800_E1X.35	NA	NA	PMLT00000000	SAMN08179520
Gammaproteobacteria_palsa_1213	74.83	1.75	65.3756065985329	3054314	73.20120600_P3D.3	NA	NA	PMHN00000000	SAMN08179632
Gammaproteobacteria_palsa_1221	86.81	8.98	61.0890304114122	4662452	73.20120700_P2D.31	NA	NA	PMAH00000000	SAMN08179824
Gammaproteobacteria_palsa_1222	86.23	9.95	60.8265803238827	5349404	73.20110800_S1M.60	NA	NA	PLZE00000000	SAMN08179854
Gemmatimonadetes_fen_1231	92.31	3.3	66.1701599546733	4138602	73.20110800_E2D.66	NA	NA	PMYN00000000	SAMN08179053
Gemmatimonadetes_fen_1245	72.41	4.4	69.9194470905692	2512430	73.20120600_E3D.47	NA	NA	PMJS00000000	SAMN08179573
Gemmatimonadetes_fen_1246	81.54	4.4	69.7820570724071	2623889	73.20120600_E3D.47	NA	NA	PMIK00000000	SAMN08179608
Gemmatimonadetes_fen_1247	97.8	2.2	59.1420521735285	3980309	73.20120700_E1X.16	NA	NA	PMEM00000000	SAMN08179712
Gemmatimonadetes_fen_1250	81.47	6.04	65.72069993947	3224932	73.20120800_E2X.75	NA	NA	PLMM00000000	SAMN08180129
Gemmatimonadetes_fen_1251	80.16	3.4	67.7556979278575	2910155	73.20120800_E3X.67	NA	NA	PLLD00000000	SAMN08180164
Gemmatimonadetes_palsa_1229	91.91	4.4	65.7886350963949	3348708	73.20110800_P1D.22	NA	NA	PMSL00000000	SAMN08178890
Gemmatimonadetes_palsa_1230	83.57	2.2	66.58439175372	3595185	73.20110700_P2D.36	NA	NA	PMTI00000000	SAMN08178913
Gemmatimonadetes_palsa_1232	96.7	4.52	61.5728151798327	3619032	73.20111000_P3D.16	NA	NA	PNAC00000000	SAMN08179095
Gemmatimonadetes_palsa_1233	96.5	2.2	65.7855082497502	3420454	73.20110800_P1D.22	NA	NA	PNAE00000000	SAMN08179097
Gemmatimonadetes_palsa_1234	98.8	3.3	61.6639644842214	3725183	73.20111000_P3D.16	NA	NA	PNAU00000000	SAMN08179113
Gemmatimonadetes_palsa_1235	89.33	3.3	65.7457674321035	3320316	73.20110800_P1D.22	NA	NA	PNAV00000000	SAMN08179114
Gemmatimonadetes_palsa_1236	86.01	3.3	59.9890350786976	3646842	73.20111000_P1D.32	NA	NA	PLEG00000000	SAMN08179266
Gemmatimonadetes_palsa_1237	98.9	2.2	61.5622160721528	3634423	73.20111000_P3D.16	NA	NA	PLCW00000000	SAMN08179304
Gemmatimonadetes_palsa_1238	92.11	2.2	65.7789467362095	3363841	73.20110800_P1D.22	NA	NA	PLCT00000000	SAMN08179307
Gemmatimonadetes_palsa_1239	98.9	2.75	61.5701749462682	3634824	73.20111000_P3D.16	NA	NA	PLCA00000000	SAMN08179327
Gemmatimonadetes_palsa_1240	88.7	4.76	66.3869779966557	4148775	73.20120700_P2D.7	NA	NA	PKZB00000000	SAMN08179407
Gemmatimonadetes_palsa_1241	81.97	4.4	66.3167776488742	3680817	73.20110800_E2D.66	NA	NA	PKWN00000000	SAMN08179473
Gemmatimonadetes_palsa_1242	92.01	3.5	65.8380533457671	3342596	73.20110800_P1D.22	NA	NA	PKVL00000000	SAMN08179501
Gemmatimonadetes_palsa_1243	90.52	3.6	65.8678798091237	3315725	73.20110800_P1D.22	NA	NA	PKVJ00000000	SAMN08179503
Gemmatimonadetes_palsa_1244	85.46	3.3	62.1014519422786	3236667	73.20120500_P37.7	NA	NA	PKVB00000000	SAMN08179511
Gemmatimonadetes_palsa_1248	94.16	2.2	66.4062154378972	4273799	73.20120700_P2D.7	NA	NA	PMAE00000000	SAMN08179827
Gemmatimonadetes_palsa_1249	77.59	8.46	67.3314474945491	4858425	73.20120700_P3D.298	NA	NA	PLYF00000000	SAMN08179879
Gemmatimonadetes_palsa_1252	94.12	3.85	66.3233561005798	4294413	73.20120700_P2D.7	NA	NA	PLKW00000000	SAMN08180171
Ignavibacteriae_fen_1253	77.79	1.2	58.2474573892196	2119568	73.20100900_E1D.29	NA	NA	PMMI00000000	SAMN08178727
Ignavibacteriae_fen_1254	96.02	2.91	46.0059149674523	3375833	73.20100900_E1D.45	NA	NA	PMML00000000	SAMN08178730
Ignavibacteriae_fen_1255	91.03	4.66	55.5592634025545	3686914	73.20100900_E1D.85	NA	NA	PMMO00000000	SAMN08178733
Ignavibacteriae_fen_1256	76.29	0.93	46.1769961358015	2279173	73.20100900_E1D.45	NA	NA	PNBN00000000	SAMN08178740
Ignavibacteriae_fen_1257	88.74	0.82	33.0502489219061	4233660	73.20100900_E2D.50	NA	NA	PNBM00000000	SAMN08178743
Ignavibacteriae_fen_1258	97.49	4.6	34.779987260813	4586714	73.20120700_E2X.198	NA	NA	PMMX00000000	SAMN08178744
Ignavibacteriae_fen_1259	90.53	3.28	60.2294445823626	3524250	73.20100900_E3D.21	NA	NA	PMND00000000	SAMN08178750
Ignavibacteriae_fen_1260	96.45	2.46	57.7013626287862	3100530	73.20120600_E1D.22	NA	NA	PMNE00000000	SAMN08178751
Ignavibacteriae_fen_1261	88.21	2.24	46.2311601530255	2765508	73.20100900_E1D.45	NA	NA	PMNH00000000	SAMN08178754
Ignavibacteriae_fen_1262	74.41	2.91	52.9480631488593	3423927	73.20100900_E3S.14	NA	NA	PMNP00000000	SAMN08178762
Ignavibacteriae_fen_1263	79.23	5.46	57.8028303194467	2616217	73.20120600_E1D.22	NA	NA	PMRY00000000	SAMN08178877
Ignavibacteriae_fen_1264	82.49	1.91	58.5117828834844	2255272	73.20120600_E1D.22	NA	NA	PMSG00000000	SAMN08178885
Ignavibacteriae_fen_1265	72.66	3.28	60.6097189980197	2822205	73.20100900_E3D.21	NA	NA	PMXV00000000	SAMN08179034
Ignavibacteriae_fen_1266	86.16	6.28	59.5381142812251	3995940	73.20100900_E3D.21	NA	NA	PMYS00000000	SAMN08179058
Ignavibacteriae_fen_1267	81.64	9.45	42.8979227946817	3656671	73.20120700_E2X.73	NA	NA	PMYW00000000	SAMN08179062
Ignavibacteriae_fen_1268	94.41	1.37	52.2747215427923	4075875	73.20110800_E3D.28	NA	NA	PMZI00000000	SAMN08179075
Ignavibacteriae_fen_1269	86.71	3.55	44.042035868277	2736209	73.20110800_E3D.64	NA	NA	PMZO00000000	SAMN08179081
Ignavibacteriae_fen_1270	72.21	1.09	58.0492794731351	1721172	73.20100900_E1D.29	NA	NA	PLEJ00000000	SAMN08179263
Ignavibacteriae_fen_1271	92.81	1.37	57.8633493873511	2949152	73.20120600_E1D.22	NA	NA	PMLA00000000	SAMN08179539
Ignavibacteriae_fen_1272	90.26	2	46.0342443295286	3268519	73.20100900_E1D.45	NA	NA	PMKT00000000	SAMN08179546
Ignavibacteriae_fen_1273	95.08	6.28	60.3629328404758	4341249	73.20120600_E2D.52	NA	NA	PMKR00000000	SAMN08179548
Ignavibacteriae_fen_1274	70.78	2.2	60.4118183402406	2836573	73.20100900_E3D.21	NA	NA	PMKF00000000	SAMN08179560
Ignavibacteriae_fen_1275	71.96	1.64	46.5543120824475	2031371	73.20100900_E1D.45	NA	NA	PMJU00000000	SAMN08179571
Ignavibacteriae_fen_1276	94.65	4.1	59.0136031711354	3745098	73.20120600_E2D.49	NA	NA	PMJR00000000	SAMN08179574
Ignavibacteriae_fen_1277	90.07	3.55	60.2800287418531	4115744	73.20120600_E2D.52	NA	NA	PMJQ00000000	SAMN08179575
Ignavibacteriae_fen_1278	78.3	4.75	43.5493450584173	2701688	73.20120700_E2X.73	NA	NA	PMJP00000000	SAMN08179576
Ignavibacteriae_fen_1279	88.2	2.3	35.5183050761618	3003764	73.20120600_E3D.161	NA	NA	PMIW00000000	SAMN08179595
Ignavibacteriae_fen_1280	89.69	2.19	58.1767855736386	2759469	73.20120600_E1D.22	NA	NA	PMIR00000000	SAMN08179601
Ignavibacteriae_fen_1281	84.58	5.21	59.95999359626	3541035	73.20100900_E3D.21	NA	NA	PMEO00000000	SAMN08179710
Ignavibacteriae_fen_1282	72.89	4.94	46.6783407833781	2289418	73.20100900_E1D.45	NA	NA	PMEG00000000	SAMN08179719
Ignavibacteriae_fen_1283	80.04	5.46	59.0117455779015	4167910	73.20120700_E3M.177	NA	NA	PMLW00000000	SAMN08179732
Ignavibacteriae_fen_1284	97.77	3.63	34.7759571780755	4621616	73.20120700_E2X.198	NA	NA	PMDS00000000	SAMN08179734
Ignavibacteriae_fen_1285	71.41	1.64	58.2008523927723	2150921	73.20120600_E1D.22	NA	NA	PMDO00000000	SAMN08179738
Ignavibacteriae_fen_1286	87.36	6.01	60.5810595147212	3841767	73.20120700_E2X.266	NA	NA	PMDK00000000	SAMN08179742
Ignavibacteriae_fen_1287	95.01	4.59	42.9049735735491	3585865	73.20120700_E2X.73	NA	NA	PMDB00000000	SAMN08179751
Ignavibacteriae_fen_1288	93.61	2.24	52.2444546284331	4216425	73.20110800_E3D.28	NA	NA	PMDA00000000	SAMN08179752
Ignavibacteriae_fen_1289	89.47	4.37	60.4117152345308	3940419	73.20120700_E3M.80	NA	NA	PMCX00000000	SAMN08179755
Ignavibacteriae_fen_1290	87.32	3.73	59.0053737743666	4240805	73.20120700_E3M.177	NA	NA	PMCM00000000	SAMN08179767
Ignavibacteriae_fen_1291	78.1	1.64	58.1936833950767	2419169	73.20120600_E1D.22	NA	NA	PMCD00000000	SAMN08179776
Ignavibacteriae_fen_1292	93.42	5.21	42.7938520503501	3645017	73.20120700_E2X.73	NA	NA	PMBK00000000	SAMN08179795
Ignavibacteriae_fen_1293	94.32	1.91	52.2689641825493	4046708	73.20110800_E3D.28	NA	NA	PMBH00000000	SAMN08179798
Ignavibacteriae_fen_1294	92.16	3.28	60.3217247634436	3959497	73.20120700_E3M.80	NA	NA	PMBF00000000	SAMN08179800
Ignavibacteriae_fen_1297	94.92	7.37	35.7483561280528	3502044	73.20120800_E1D.52	NA	NA	PLNZ00000000	SAMN08180090
Ignavibacteriae_fen_1298	91.18	4.37	41.5010569627027	3355970	73.20120800_E3D.21	NA	NA	PLNH00000000	SAMN08180108
Ignavibacteriae_fen_1299	95.61	5.94	43.4685952710745	3284985	73.20110800_E3D.64	NA	NA	PLMS00000000	SAMN08180123
Ignavibacteriae_fen_1300	97.8	4.83	41.3421785803111	3583110	73.20120800_E3D.21	NA	NA	PLMK00000000	SAMN08180131
Ignavibacteriae_fen_1301	94.41	1.4	35.8634603708154	3082166	73.20120800_E3S.45	NA	NA	PLMJ00000000	SAMN08180132
Ignavibacteriae_fen_1302	91.89	0.56	35.9115322664939	3081703	73.20120800_E3S.45	NA	NA	PLLW00000000	SAMN08180145
Ignavibacteriae_palsa_1295	96.93	4.35	51.963408602363	3593072	73.20120700_P3D.263	NA	NA	PLYO00000000	SAMN08179870
Ignavibacteriae_palsa_1296	78.32	5.24	44.2132603771816	3287215	73.20120700_P3D.536	NA	NA	PLXB00000000	SAMN08179909
Nitrospirae_fen_1303	73.4	0	49.1752823315798	2153367	73.20100900_E1S.8	NA	NA	PMMD00000000	SAMN08178722
Nitrospirae_fen_1304	95	0.91	49.2601734011577	2947344	73.20100900_E1S.8	NA	NA	PMMQ00000000	SAMN08178735
Nitrospirae_fen_1305	85.85	2.1	48.2623219289756	3459015	73.20100900_E1S.8	NA	NA	PMNY00000000	SAMN08178771
Nitrospirae_fen_1306	87.93	2.27	49.4302968153592	2704803	73.20100900_E1S.8	NA	NA	PMSA00000000	SAMN08178879
Nitrospirae_fen_1307	77.17	0.91	48.5396414487643	2819008	73.20100900_E1S.8	NA	NA	PMSE00000000	SAMN08178883
Nitrospirae_fen_1308	91.72	0.91	49.3753472110488	2833964	73.20100900_E1S.8	NA	NA	PMYY00000000	SAMN08179064
Nitrospirae_fen_1309	88.79	0.91	48.7575465887485	2699044	73.20100900_E1S.8	NA	NA	PMZW00000000	SAMN08179089
Nitrospirae_fen_1311	94	1.82	48.8459744305601	3556202	73.20100900_E1S.8	NA	NA	PMKJ00000000	SAMN08179556
Nitrospirae_fen_1312	79.55	0.91	49.7524455637217	2052119	73.20100900_E1S.8	NA	NA	PMJG00000000	SAMN08179585
Nitrospirae_fen_1313	80.14	1.36	48.9397656531596	2870383	73.20100900_E1S.8	NA	NA	PMIC00000000	SAMN08179617
Nitrospirae_fen_1314	82.21	1.82	49.5624255715615	2357155	73.20100900_E1S.8	NA	NA	PMIB00000000	SAMN08179618
Nitrospirae_palsa_1310	96.76	3.18	56.9436393234108	4337406	73.20111000_P3M.58	NA	NA	PLBR00000000	SAMN08179337
Nitrospirae_palsa_1315	93.53	2.73	56.7601450808415	4462745	73.20120700_P3D.140	NA	NA	PLZM00000000	SAMN08179846
Nitrospirae_palsa_1316	79.34	1.82	49.5911815306507	2518712	73.20120700_P3D.333	NA	NA	PLXX00000000	SAMN08179887
Omnitrophica_fen_1317	88.69	2.15	45.3314531674811	2435424	73.20120700_E3M.124	NA	NA	PMEA00000000	SAMN08179725
Omnitrophica_fen_1318	90.94	2.15	44.8977404719534	2482186	73.20120700_E3M.124	NA	NA	PMCS00000000	SAMN08179760
Omnitrophica_fen_1319	94.27	1.14	51.7453070123093	1566961	73.20120800_E1X.29	NA	NA	PLNR00000000	SAMN08180098
Omnitrophica_fen_1320	94.09	4.3	46.6357175814347	1940321	73.20120800_E1X.39	NA	NA	PLNN00000000	SAMN08180102
Omnitrophica_fen_1321	89.43	1.08	51.5601238617489	2396373	73.20120800_E3X.43	NA	NA	PLLJ00000000	SAMN08180158
Omnitrophica_fen_1322	71.9	0	48.8869194372508	1159286	73.20120800_E3X.45	NA	NA	PLLI00000000	SAMN08180159
Patescibacteria_bog_1338	72.36	2.25	42.7433425504398	868323	73.20120700_S1D.140	NA	NA	PLTT00000000	SAMN08179938
Patescibacteria_bog_1339	83.28	0	53.4518221612784	1005050	73.20120700_S1D.328	NA	NA	PLSR00000000	SAMN08179967
Patescibacteria_bog_1340	78.96	0	35.4010550445276	716825	73.20120700_S3X.70	NA	NA	PLPE00000000	SAMN08180058
Patescibacteria_bog_1341	80.08	0	35.3424564931745	710161	73.20120700_S3X.70	NA	NA	PLOL00000000	SAMN08180077
Patescibacteria_fen_1323	70.29	1.12	49.2128523636431	863945	73.20110800_E3D.67	NA	NA	PMZP00000000	SAMN08179082
Patescibacteria_fen_1326	75.08	0	44.3020851943544	1019217	73.20120600_E3D.118	NA	NA	PMJF00000000	SAMN08179586
Patescibacteria_fen_1327	75.91	4.14	39.6956010059757	744766	73.20120600_E3D.179	NA	NA	PMIU00000000	SAMN08179597
Patescibacteria_fen_1328	72.64	0	37.4788913374578	772949	73.20120700_E2X.147	NA	NA	PMDZ00000000	SAMN08179726
Patescibacteria_fen_1329	76.95	1.68	50.9859976773309	1584504	73.20120700_E2X.343	NA	NA	PMDG00000000	SAMN08179746
Patescibacteria_fen_1330	70.52	1.39	44.351230622239	1134635	73.20120600_E3D.118	NA	NA	PMCQ00000000	SAMN08179762
Patescibacteria_fen_1331	71	1.35	37.55200902566	821126	73.20120700_E2X.147	NA	NA	PMCO00000000	SAMN08179764
Patescibacteria_palsa_1324	76.71	0	46.4796141897454	602608	73.20111000_P3M.106	NA	NA	PLCJ00000000	SAMN08179318
Patescibacteria_palsa_1325	74.54	0	48.3113607367541	1091236	73.20120500_P26.46	NA	NA	PKXF00000000	SAMN08179455
Patescibacteria_palsa_1332	73.76	0	33.8628462505844	1215035	73.20120700_P3D.151	NA	NA	PLZJ00000000	SAMN08179849
Patescibacteria_palsa_1333	76.4	0.11	40.116686494679	920509	73.20120700_P3D.261	NA	NA	PLYP00000000	SAMN08179869
Patescibacteria_palsa_1334	73.96	0	47.1660495213424	765936	73.20120700_P3D.271	NA	NA	PLYL00000000	SAMN08179873
Patescibacteria_palsa_1335	89.6	2.97	46.1209066107434	1456349	73.20120700_P3D.295	NA	NA	PLYH00000000	SAMN08179877
Patescibacteria_palsa_1336	75.74	4.95	43.1472533611783	1503756	73.20120700_P3D.308	NA	NA	PLYC00000000	SAMN08179882
Patescibacteria_palsa_1337	86.18	0.16	47.2289122703665	923438	73.20120700_P3D.324	NA	NA	PLXZ00000000	SAMN08179885
Planctomycetes-like_bog_1363	86.17	2.15	66.7874951502782	5903037	73.20110800_S3S.47	NA	NA	PLEW00000000	SAMN08179250
Planctomycetes_fen_1342	94.7	6.82	67.1403720643566	4761301	73.20120700_E3M.58	NA	NA	PMMM00000000	SAMN08178731
Planctomycetes_fen_1343	95.45	1.14	64.3669616651261	4199412	73.20110800_E2D.35	NA	NA	PMYD00000000	SAMN08179043
Planctomycetes_fen_1344	87.22	1.14	64.1616275189392	3614562	73.20110800_E2D.65	NA	NA	PMYM00000000	SAMN08179052
Planctomycetes_fen_1345	96.59	1.14	49.7883090462801	2665594	73.20110800_E3D.38	NA	NA	PMZJ00000000	SAMN08179076
Planctomycetes_fen_1346	89.46	0.85	66.0310758654381	4469749	73.20110800_E3D.93	NA	NA	PMZT00000000	SAMN08179086
Planctomycetes_fen_1348	83.32	6.82	67.3437467137634	4519663	73.20120700_E3M.58	NA	NA	PMDC00000000	SAMN08179750
Planctomycetes_fen_1349	79.81	2.27	62.3803509413618	2629699	73.20120700_E3M.265	NA	NA	PMBX00000000	SAMN08179782
Planctomycetes_fen_1350	82.23	0.57	59.186994879959	3244421	73.20120700_E3M.475	NA	NA	PMBP00000000	SAMN08179790
Planctomycetes_fen_1351	94.73	6.82	67.2848894569075	4776867	73.20120700_E3M.58	NA	NA	PMBN00000000	SAMN08179792
Planctomycetes_fen_1352	93.37	4.55	49.9490397562271	2488881	73.20110800_E3D.38	NA	NA	PMAW00000000	SAMN08179809
Planctomycetes_fen_1356	80.51	2.27	47.8234062889429	2067528	73.20120800_E3X.29	NA	NA	PLNG00000000	SAMN08180109
Planctomycetes_fen_1357	97.73	1.14	44.0359792688622	2278388	73.20120800_E2X.42	NA	NA	PLMU00000000	SAMN08180121
Planctomycetes_fen_1358	70.82	0	43.5936431989064	1639935	73.20120800_E2X.42	NA	NA	PLMB00000000	SAMN08180140
Planctomycetes_fen_1359	94.32	1.14	47.7261510379378	2338497	73.20120800_E3X.29	NA	NA	PLLY00000000	SAMN08180143
Planctomycetes_fen_1360	91.46	2.34	44.0491518941258	2283896	73.20120800_E2X.42	NA	NA	PLLQ00000000	SAMN08180151
Planctomycetes_fen_1361	96.59	1.14	47.7214883560821	2347534	73.20120800_E3X.29	NA	NA	PLLP00000000	SAMN08180152
Planctomycetes_fen_1362	96.01	3.48	49.2185843095361	3052142	73.20120800_E3X.35	NA	NA	PLLM00000000	SAMN08180155
Planctomycetes_palsa_1347	94.09	3.98	61.3233667613692	11592873	73.20111000_P1S.15	NA	NA	PLDW00000000	SAMN08179277
Planctomycetes_palsa_1353	89.6	2.27	57.0218378601869	4647106	73.20120700_P2D.26	NA	NA	PMAK00000000	SAMN08179821
Planctomycetes_palsa_1354	88.71	8.33	60.6896489705862	7564528	73.20120700_P3D.215	NA	NA	PLYY00000000	SAMN08179860
Planctomycetes_palsa_1355	90.28	3.45	61.7601436364364	6698183	73.20120700_P3D.270	NA	NA	PLYM00000000	SAMN08179872
Spirochaetes_fen_1364	84.98	2.4	61.9229754293994	4080825	73.20110800_E3D.78	NA	NA	PMZS00000000	SAMN08179085
Spirochaetes_fen_1365	72.98	2.27	63.1935027811913	3466999	73.20120700_E2X.184	NA	NA	PMDT00000000	SAMN08179733
Spirochaetes_fen_1366	89.74	3.07	62.6301945574991	5200069	73.20120800_E1X.37	NA	NA	PLNO00000000	SAMN08180101
TM6_bog_1370	82.58	1.12	40.4236933431973	1295424	73.20120700_S1D.225	NA	NA	PLTG00000000	SAMN08179952
Thaumarchaeota_bog_1367	94.66	2.91	60.3116606005674	2332089	73.20120700_S1D.104	NA	NA	PLFZ00000000	SAMN08179221
Thaumarchaeota_bog_1369	99.03	1.94	59.4571130653151	2842388	73.20120700_S1D.104	NA	NA	PLUF00000000	SAMN08179926
Thaumarchaeota_palsa_1368	92.89	2.91	58.4274298071836	2343364	73.20111000_P3M.136	NA	NA	PLCG00000000	SAMN08179321
Verrucomicrobia_bog_1372	97.64	7.43	56.7585794661916	4435667	73.20120700_S2D.12	NA	NA	PMOZ00000000	SAMN08178799
Verrucomicrobia_bog_1373	82.14	6.48	60.7245188169996	4153025	73.20110800_S3D.48	NA	NA	PMPJ00000000	SAMN08178810
Verrucomicrobia_bog_1374	95.78	5.41	56.7234357628468	4395341	73.20120700_S2D.12	NA	NA	PMPP00000000	SAMN08178816
Verrucomicrobia_bog_1375	73.24	7.46	60.0962429089835	4347747	73.20110800_S3D.48	NA	NA	PMQN00000000	SAMN08178840
Verrucomicrobia_bog_1376	91.1	4.08	59.2751767665395	3265170	73.20110800_S1M.57	NA	NA	PMQQ00000000	SAMN08178843
Verrucomicrobia_bog_1377	94.5	4.73	59.0882414713231	3519107	73.20110800_S1M.57	NA	NA	PMRS00000000	SAMN08178871
Verrucomicrobia_bog_1385	97.6	5.41	56.7060939494268	4408130	73.20120700_S2D.12	NA	NA	PMUW00000000	SAMN08178954
Verrucomicrobia_bog_1386	89.71	8.78	60.0925472299455	5086472	73.20110800_S3D.48	NA	NA	PMVX00000000	SAMN08178983
Verrucomicrobia_bog_1387	94.43	6.76	56.7340558967372	4363775	73.20120700_S2D.12	NA	NA	PMWD00000000	SAMN08178989
Verrucomicrobia_bog_1401	94.14	3.75	59.1098006853785	3533758	73.20110800_S1M.57	NA	NA	PLHT00000000	SAMN08179173
Verrucomicrobia_bog_1402	93.49	3.04	55.5929550772001	2791625	73.20110800_S1S.11	NA	NA	PLHK00000000	SAMN08179182
Verrucomicrobia_bog_1403	97.64	6.31	56.7341637745154	4419822	73.20120700_S2D.12	NA	NA	PLGZ00000000	SAMN08179194
Verrucomicrobia_bog_1404	96.17	6.96	56.7350794237621	4354677	73.20120700_S2D.12	NA	NA	PLGP00000000	SAMN08179205
Verrucomicrobia_bog_1405	93.24	6.76	60.2354842195075	4750225	73.20110800_S3D.48	NA	NA	PLGF00000000	SAMN08179215
Verrucomicrobia_bog_1406	97.64	6.08	56.7219309112095	4420010	73.20120700_S2D.12	NA	NA	PLFU00000000	SAMN08179226
Verrucomicrobia_bog_1407	73.43	7.89	59.6006214939126	4532181	73.20110800_S3D.48	NA	NA	PLFJ00000000	SAMN08179237
Verrucomicrobia_bog_1408	85.1	4.09	53.1669463443827	2355889	73.20110800_S3S.60	NA	NA	PLEU00000000	SAMN08179252
Verrucomicrobia_bog_1418	95.61	4.73	56.9005692704473	4162963	73.20120700_S2D.12	NA	NA	PLAY00000000	SAMN08179357
Verrucomicrobia_bog_1419	96.28	5.74	56.7217631356969	4381988	73.20120700_S2D.12	NA	NA	PLAM00000000	SAMN08179369
Verrucomicrobia_bog_1420	96.96	5.41	56.9374740376148	4157734	73.20120700_S2D.12	NA	NA	PLAB00000000	SAMN08179380
Verrucomicrobia_bog_1421	80.87	5.07	54.9201002732712	3617961	73.20111000_S3M.12	NA	NA	PKZR00000000	SAMN08179390
Verrucomicrobia_bog_1434	93.12	6.08	56.7433675232996	4258642	73.20120700_S2D.12	NA	NA	PMGJ00000000	SAMN08179663
Verrucomicrobia_bog_1449	96.44	2.05	66.9869221531599	3788902	73.20120700_S1D.120	NA	NA	PLTZ00000000	SAMN08179932
